Date,Open,High,Low,Close
2016-01-22,12.9681,13.2693,12.9476,13.003
2016-01-25,13.0191,13.214,12.9743,13.1152
2016-01-26,13.1138,13.4337,13.1039,13.3452
2016-01-27,13.3364,13.371,13.2056,13.2935
2016-01-28,13.3024,13.3027,12.9752,13.0175
2016-01-29,13.0349,13.2277,12.9924,13.1726
2016-02-01,13.1527,13.235,13.062,13.177
2016-02-02,13.176,13.1831,13.0228,13.1053
2016-02-03,13.0823,13.311,13.0573,13.2345
2016-02-04,13.2085,13.3137,13.1707,13.2636
2016-02-05,13.2781,13.4962,13.1623,13.4578
2016-02-08,13.4115,13.8671,13.3695,13.6864
2016-02-09,13.7205,13.76,13.4583,13.508
2016-02-10,13.5045,13.6113,13.41,13.5312
2016-02-11,13.6038,14.0526,13.5516,13.9106
2016-02-12,13.875,14.032,13.8409,13.9761
2016-02-15,13.9764,13.9764,13.5741,13.7449
2016-02-16,13.7185,13.8161,13.5542,13.6589
2016-02-17,13.6397,13.8131,13.6114,13.7321
2016-02-18,13.743,14.0114,13.663,13.8637
2016-02-19,13.8832,13.9318,13.7779,13.8075
2016-02-22,13.7728,13.8376,13.4657,13.7653
2016-02-23,13.7748,13.8996,13.7527,13.8763
2016-02-24,13.9072,14.1518,13.7863,13.8279
2016-02-25,13.8089,13.9113,13.654,13.7484
2016-02-26,13.7505,13.7743,13.4401,13.4664
2016-02-29,13.4776,13.7221,13.3631,13.6994
2016-03-01,13.704,13.858,13.563,13.6393
2016-03-02,13.6395,13.8588,13.576,13.7523
2016-03-03,13.7443,13.9745,13.6709,13.8923
2016-03-04,13.8696,14.3251,13.8108,14.0794
2016-03-07,14.2197,14.419,14.0695,14.2065
2016-03-08,14.2192,14.2791,13.9221,13.9412
2016-03-09,13.9657,14.0447,13.8301,13.9275
2016-03-10,13.9042,14.1878,13.8352,13.9576
2016-03-11,13.9421,14.0722,13.8619,13.8832
2016-03-14,13.8805,14.2397,13.7764,13.8256
2016-03-15,13.8334,13.8704,13.6785,13.7597
2016-03-16,13.7565,13.952,13.7113,13.9117
2016-03-17,13.9089,14.1838,13.8325,14.0795
2016-03-18,14.0867,14.2928,13.9546,14.0238
2016-03-21,14.0591,14.1073,13.948,14.0925
2016-03-22,14.0834,14.273,14.0419,14.1637
2016-03-23,14.1301,14.1926,13.6241,13.6645
2016-03-24,13.6732,13.7373,13.5627,13.6059
2016-03-28,13.6081,13.7028,13.5441,13.6224
2016-03-29,13.6009,13.6469,13.4409,13.5862
2016-03-30,13.6033,13.6375,13.4007,13.4231
2016-03-31,13.4271,13.6348,13.4242,13.568
2016-04-01,13.5564,13.5914,13.0228,13.2301
2016-04-04,13.1886,13.2657,13.0877,13.1065
2016-04-05,13.1201,13.3897,13.1112,13.299
2016-04-06,13.3005,13.3671,13.1386,13.2207
2016-04-07,13.2346,13.5403,13.2007,13.3839
2016-04-08,13.3832,13.4996,13.3188,13.4782
2016-04-11,13.4852,14.0039,13.4809,13.9538
2016-04-12,13.9677,14.2384,13.8403,14.2233
2016-04-13,14.2196,14.4627,14.1069,14.3871
2016-04-14,14.3859,14.4097,14.1571,14.3472
2016-04-15,14.3564,14.4785,14.2683,14.3927
2016-04-18,14.4128,14.4322,14.2727,14.3292
2016-04-19,14.3465,15.0252,14.2916,14.9133
2016-04-20,14.9189,15.1702,14.8276,15.0132
2016-04-21,15.0004,15.5827,14.8031,15.0618
2016-04-22,15.0716,15.4135,14.9559,15.1086
2016-04-25,15.0929,15.2132,14.9398,15.0835
2016-04-26,15.0789,15.2009,14.9268,15.1853
2016-04-27,15.1794,15.3967,15.081,15.2267
2016-04-28,15.2322,15.5494,15.1669,15.4643
2016-04-29,15.485,15.7023,15.477,15.5683
2016-05-02,15.5536,15.6977,15.1824,15.2201
2016-05-03,15.2166,15.3565,15.0439,15.1523
2016-05-04,15.1427,15.1985,14.9566,15.1336
2016-05-05,15.134,15.4332,15.082,15.2149
2016-05-06,15.2071,15.4008,15.1126,15.3231
2016-05-09,15.3193,15.331,14.8461,14.9622
2016-05-10,14.9538,15.0913,14.8453,15.0451
2016-05-11,15.0652,15.4198,15.0234,15.2459
2016-05-12,15.2365,15.2777,14.9159,14.9193
2016-05-13,14.9364,15.1576,14.8517,15.117
2016-05-16,15.1013,15.34,15.0913,15.1407
2016-05-17,15.1562,15.2897,15.0683,15.2465
2016-05-18,15.2402,15.2813,14.9463,15.076
2016-05-19,15.0209,15.0827,14.5888,14.7295
2016-05-20,14.714,14.8359,14.6585,14.7269
2016-05-23,14.6981,14.753,14.5244,14.6085
2016-05-24,14.6173,14.7327,14.5004,14.5664
2016-05-25,14.5595,14.6834,14.5167,14.6083
2016-05-26,14.611,14.7779,14.5535,14.5878
2016-05-27,14.5817,14.6298,14.4212,14.5708
2016-05-30,14.5928,14.5963,14.2823,14.36
2016-05-31,14.376,14.5043,14.3297,14.3731
2016-06-01,14.3836,14.4586,14.1723,14.2649
2016-06-02,14.2775,14.3795,14.219,14.3622
2016-06-03,14.3484,14.5571,14.3072,14.451
2016-06-06,14.4205,14.5549,14.4064,14.5037
2016-06-07,14.5111,14.5113,14.315,14.4207
2016-06-08,14.4483,14.9922,14.4287,14.9525
2016-06-09,14.9408,15.315,14.9358,15.2912
2016-06-10,15.2597,15.4176,15.1919,15.4021
2016-06-13,15.4069,15.4742,15.2114,15.4512
2016-06-14,15.4491,15.5656,15.2979,15.5158
2016-06-15,15.5259,15.5977,15.4658,15.5585
2016-06-16,15.5731,15.9789,15.2468,15.2989
2016-06-17,15.2837,15.5481,15.2769,15.4791
2016-06-20,15.3638,15.5401,15.2056,15.4678
2016-06-21,15.4624,15.5048,15.2194,15.3731
2016-06-22,15.3783,15.388,15.2108,15.2783
2016-06-23,15.1932,15.4294,15.1117,15.1988
2016-06-24,14.9777,16.7995,14.9777,16.0169
2016-06-27,16.1531,16.2556,15.9973,16.0954
2016-06-28,16.1118,16.1512,15.8082,16.0667
2016-06-29,16.0414,16.6296,16.0398,16.4387
2016-06-30,16.429,16.9663,16.3671,16.8501
2016-07-01,16.8876,17.8616,16.8413,17.7141
2016-07-04,17.7397,18.9543,17.675,18.2353
2016-07-05,18.2263,18.3583,17.5391,17.9579
2016-07-06,18.0717,18.5549,17.9299,18.0074
2016-07-07,18.1074,18.2804,17.5824,17.7913
2016-07-08,17.7989,18.2901,17.4652,18.2854
2016-07-11,18.4041,18.7073,18.2005,18.3494
2016-07-12,18.3521,18.4905,18.0106,18.2341
2016-07-13,18.2408,18.5076,17.9947,18.3517
2016-07-14,18.3778,18.5182,17.9753,18.2562
2016-07-15,18.2842,18.3121,18.0738,18.1493
2016-07-18,18.2435,18.2984,17.8516,18.1119
2016-07-19,18.1131,18.1546,17.8928,18.0614
2016-07-20,18.0706,18.1501,17.5525,17.6305
2016-07-21,17.6199,18.0378,17.4317,17.9167
2016-07-22,17.9619,18.0928,17.7709,17.9063
2016-07-25,17.896,17.9479,17.5906,17.7926
2016-07-26,17.8112,17.9342,17.6854,17.8775
2016-07-27,17.8875,18.4831,17.7492,18.4009
2016-07-28,18.4192,18.5043,18.1536,18.2073
2016-07-29,18.2217,18.3219,18.0033,18.2213
2016-08-01,18.2086,18.4735,18.1646,18.3246
2016-08-02,18.3328,18.5685,18.2196,18.354
2016-08-03,18.3835,18.4961,18.2379,18.2928
2016-08-04,18.3024,18.411,18.0017,18.2842
2016-08-05,18.2679,18.3429,17.7644,17.7776
2016-08-08,17.6004,17.94,17.6004,17.8067
2016-08-09,17.7974,17.9006,17.6893,17.8693
2016-08-10,17.9018,18.3185,17.8898,18.0183
2016-08-11,17.9683,18.1769,17.8242,17.9323
2016-08-12,17.9524,18.0571,17.6039,17.6594
2016-08-15,17.71,17.9443,17.6362,17.7259
2016-08-16,17.734,17.881,17.5168,17.5547
2016-08-17,17.5645,17.6408,17.2392,17.4436
2016-08-18,17.461,17.6212,17.3552,17.3974
2016-08-19,17.4312,17.4312,16.9888,17.0552
2016-08-22,17.018,17.018,16.5583,16.7079
2016-08-23,16.686,16.851,16.6453,16.6462
2016-08-24,16.6622,16.8149,16.4599,16.4687
2016-08-25,16.4755,16.5643,16.3926,16.4428
2016-08-26,16.4206,16.8198,16.408,16.66
2016-08-29,16.6626,16.8848,16.4363,16.8648
2016-08-30,16.8769,16.9499,16.6723,16.7027
2016-08-31,16.7012,16.9075,16.6405,16.7157
2016-09-01,16.7245,16.9137,16.6986,16.8697
2016-09-02,16.8803,17.3982,16.7723,17.3887
2016-09-05,17.4001,17.5468,17.2867,17.5006
2016-09-06,17.5111,17.8965,17.4686,17.8129
2016-09-07,17.7965,17.8911,17.4932,17.6523
2016-09-08,17.6079,17.7159,17.3915,17.425
2016-09-09,17.4088,17.4482,16.9846,17.0046
2016-09-12,16.9828,17.0657,16.6907,17.0173
2016-09-13,16.9915,17.1705,16.7593,16.8197
2016-09-14,16.8322,17.0418,16.7662,16.8648
2016-09-15,16.8541,17.0373,16.7547,16.8965
2016-09-16,16.9068,16.9249,16.7141,16.8576
2016-09-19,16.8554,17.2933,16.8326,17.136
2016-09-20,17.145,17.3065,17.0699,17.3065
2016-09-21,17.2794,17.7652,17.1103,17.7328
2016-09-22,17.7199,17.8543,17.5437,17.7364
2016-09-23,17.7466,17.7917,17.4327,17.5239
2016-09-26,17.5265,17.5702,17.2029,17.2709
2016-09-27,17.2674,17.3688,16.9487,17.0717
2016-09-28,17.0436,17.1287,16.9057,17.1092
2016-09-29,17.1459,17.2754,16.9336,17.0212
2016-09-30,17.0227,17.613,17.0023,17.0748
2016-10-03,17.0825,17.2058,16.6799,16.7909
2016-10-04,16.7951,16.8795,15.825,15.8958
2016-10-05,15.8765,16.0571,15.6688,15.8312
2016-10-06,15.8387,15.9363,15.334,15.5411
2016-10-07,15.5367,15.7938,15.336,15.6182
2016-10-10,15.6906,15.9372,15.6846,15.8382
2016-10-11,15.828,16.0241,15.727,15.7912
2016-10-12,15.8064,15.9497,15.764,15.8805
2016-10-13,15.8968,16.0367,15.7737,15.8262
2016-10-14,15.8416,15.9447,15.7446,15.9037
2016-10-17,15.8975,15.9224,15.8053,15.881
2016-10-18,15.8746,16.1012,15.8497,16.0532
2016-10-19,16.0585,16.1969,15.9991,16.1105
2016-10-20,16.1199,16.184,15.7084,16.0585
2016-10-21,16.0533,16.1391,15.9638,16.1212
2016-10-24,16.1108,16.4162,16.0778,16.1664
2016-10-25,16.195,16.3675,16.1188,16.3669
2016-10-26,16.3203,16.4124,16.1094,16.1623
2016-10-27,16.1735,16.2419,16.0904,16.1761
2016-10-28,16.1604,16.3005,16.0862,16.1784
2016-10-31,16.2321,16.3418,16.1969,16.2995
2016-11-01,16.2954,16.7335,16.2743,16.6199
2016-11-02,16.6225,16.8524,16.604,16.6892
2016-11-03,16.6966,16.7735,16.2613,16.5298
2016-11-04,16.5592,16.6367,16.3948,16.5269
2016-11-07,16.4082,16.5243,16.3246,16.4659
2016-11-08,16.4883,16.9456,16.472,16.6606
2016-11-09,16.6847,17.1694,16.5258,16.9358
2016-11-10,16.9255,17.431,16.8549,17.0825
2016-11-11,17.0957,17.2941,15.8623,16.0133
2016-11-14,16.063,16.2225,15.5333,15.7681
2016-11-15,15.7489,15.9519,15.6659,15.9327
2016-11-16,15.9165,16.0441,15.7677,15.8833
2016-11-17,15.8738,15.9558,15.6175,15.6869
2016-11-18,15.6963,15.7677,15.5018,15.6399
2016-11-21,15.7066,15.7683,15.5926,15.6078
2016-11-22,15.6203,15.8857,15.609,15.6616
2016-11-23,15.6528,15.7944,15.3605,15.5084
2016-11-24,15.5342,15.5521,15.417,15.4756
2016-11-25,15.4864,15.6134,15.3199,15.5954
2016-11-28,15.6425,15.8117,15.5393,15.6518
2016-11-29,15.6732,15.7399,15.5168,15.5924
2016-11-30,15.6175,15.7417,15.5045,15.5878
2016-12-01,15.5928,15.6564,15.3494,15.4961
2016-12-02,15.5149,15.749,15.3439,15.6492
2016-12-05,16.0249,16.1705,15.3968,15.5672
2016-12-06,15.5531,15.7251,15.5529,15.617
2016-12-07,15.6075,16.0341,15.5431,15.9217
2016-12-08,15.9329,16.1004,15.7719,16.0442
2016-12-09,16.036,16.1832,15.9263,15.968
2016-12-12,15.9957,16.194,15.7819,16.0581
2016-12-13,16.0505,16.1524,15.7696,15.9237
2016-12-14,15.913,16.1773,15.8844,15.9926
2016-12-15,15.9593,16.1132,15.2703,15.3354
2016-12-16,15.3072,15.5864,15.2727,15.4173
2016-12-19,15.3921,15.4955,15.3008,15.3527
2016-12-20,15.3398,15.5,15.0951,15.5
2016-12-21,15.5041,15.5462,15.2558,15.2903
2016-12-22,15.297,15.3547,15.1131,15.1337
2016-12-23,15.1309,15.1912,15.019,15.0557
2016-12-27,15.0941,15.3625,15.0467,15.2722
2016-12-28,15.2793,15.4237,15.1569,15.3729
2016-12-29,15.3856,15.5226,15.3017,15.4181
2016-12-30,15.4201,15.4365,15.0475,15.1547
2017-01-03,15.2271,15.8298,15.2077,15.6576
2017-01-04,15.6662,15.7987,15.6214,15.6545
2017-01-05,15.6764,15.8232,15.5933,15.6456
2017-01-06,15.6543,15.7411,15.408,15.6437
2017-01-09,15.6455,15.7906,15.5879,15.6557
2017-01-10,15.6683,15.9918,15.6204,15.9072
2017-01-11,15.9264,15.9759,15.7866,15.8108
2017-01-12,15.8163,15.9476,15.7293,15.8086
2017-01-13,15.7948,15.8337,15.6459,15.8024
2017-01-16,15.8434,15.9342,15.8221,15.858
2017-01-17,15.8595,16.0853,15.831,16.0574
2017-01-18,16.0676,16.1999,15.9803,16.0567
2017-01-19,16.0327,16.1016,15.7859,15.9568
2017-01-20,15.9564,16.036,15.8125,15.9677
2017-01-23,15.9854,16.0627,15.9031,16.0234
2017-01-24,15.9902,16.0533,15.8835,15.938
2017-01-25,15.9445,15.9539,15.6486,15.8118
2017-01-26,15.821,15.8345,15.5951,15.7292
2017-01-27,15.7385,16.1161,15.5732,16.0241
2017-01-30,16.0167,16.2056,15.9585,16.0073
2017-01-31,16.004,16.3251,15.975,16.2624
2017-02-01,16.2545,16.3524,16.1668,16.2878
2017-02-02,16.3089,16.4031,16.1407,16.2382
2017-02-03,16.2533,16.2703,16.09,16.2166
2017-02-06,16.2544,16.5107,16.2002,16.4935
2017-02-07,16.5055,16.6537,16.4562,16.5816
2017-02-08,16.5816,16.7148,16.5241,16.6202
2017-02-09,16.6212,16.6999,16.5264,16.5789
2017-02-10,16.5584,16.9213,16.4597,16.866
2017-02-13,16.8744,16.9523,16.7645,16.8233
2017-02-14,16.8207,17.0408,16.7982,16.9822
2017-02-15,16.9871,16.9938,16.8735,16.9573
2017-02-16,16.9755,17.0404,16.9037,16.9674
2017-02-17,16.9649,17.0325,16.8609,16.9771
2017-02-20,16.9576,17.0335,16.8939,17.0268
2017-02-21,17.0165,17.152,16.9169,17.0559
2017-02-22,17.0688,17.1832,17.0034,17.0743
2017-02-23,17.0788,17.2202,16.9949,17.192
2017-02-24,17.186,17.3986,17.1673,17.3731
2017-02-27,17.4138,17.4258,17.2135,17.2569
2017-02-28,17.2569,17.3785,17.2266,17.3136
2017-03-01,17.3383,17.4766,17.2704,17.4647
2017-03-02,17.4695,17.4923,16.8359,16.9319
2017-03-03,16.9222,16.983,16.712,16.8913
2017-03-06,16.931,16.931,16.732,16.8045
2017-03-07,16.8149,16.819,16.5386,16.5714
2017-03-08,16.5533,16.6119,16.3365,16.3459
2017-03-09,16.365,16.3998,15.9973,16.0351
2017-03-10,16.0273,16.0525,15.8329,15.937
2017-03-13,15.9088,16.0749,15.8952,15.9372
2017-03-14,15.9042,16.0367,15.8764,15.9242
2017-03-15,15.9197,16.2126,15.8452,16.1152
2017-03-16,16.1414,16.3838,16.0636,16.0994
2017-03-17,16.0793,16.2141,15.999,16.2043
2017-03-20,16.1981,16.2513,16.1427,16.2319
2017-03-21,16.2476,16.2782,16.0758,16.2374
2017-03-22,16.236,16.2914,16.1769,16.2477
2017-03-23,16.2404,16.3962,16.2344,16.3054
2017-03-24,16.3019,16.4615,16.2563,16.4563
2017-03-27,16.4202,16.6823,16.4202,16.6599
2017-03-28,16.6521,16.839,16.5858,16.8293
2017-03-29,16.819,16.9595,16.6664,16.9403
2017-03-30,16.9301,17.0485,16.8393,16.9707
2017-03-31,16.9558,17.0991,16.9001,17.0699
2017-04-03,17.1312,17.1524,16.9701,17.1145
2017-04-04,17.1252,17.294,17.0999,17.1739
2017-04-05,17.1516,17.1728,17.0274,17.1693
2017-04-06,17.1557,17.195,17.0481,17.152
2017-04-07,17.1484,17.3707,16.893,16.9887
2017-04-10,16.9514,17.0411,16.7628,16.9434
2017-04-11,16.9527,17.2958,16.8803,17.2827
2017-04-12,17.2858,17.3721,17.2154,17.3172
2017-04-13,17.332,17.5003,17.3083,17.4611
2017-04-17,17.5229,17.5635,17.2647,17.3172
2017-04-18,17.3235,17.3264,16.9259,17.0572
2017-04-19,17.0627,17.0887,16.9153,16.9566
2017-04-20,16.9659,17.0069,16.6295,16.8234
2017-04-21,16.8419,16.8507,16.655,16.7879
2017-04-24,16.3629,16.54,16.2306,16.5069
2017-04-25,16.5203,16.5775,16.0489,16.1011
2017-04-26,16.101,16.1847,15.9433,16.0558
2017-04-27,16.0489,16.0573,15.8542,15.8825
2017-04-28,15.8742,15.9869,15.7496,15.8188
2017-05-01,15.8208,15.8446,15.4196,15.4604
2017-05-02,15.4783,15.5859,15.386,15.4092
2017-05-03,15.4116,15.4523,15.0675,15.1358
2017-05-04,15.1298,15.2728,14.8321,14.8692
2017-05-05,14.8619,15.0442,14.7736,14.878
2017-05-08,14.7725,15.0038,14.763,14.8565
2017-05-09,14.8674,14.9311,14.7675,14.8863
2017-05-10,14.8937,15.053,14.8221,14.9152
2017-05-11,14.9083,15.0838,14.8905,15.0408
2017-05-12,15.0432,15.1498,15.0177,15.0519
2017-05-15,15.0553,15.3214,15.0272,15.1523
2017-05-16,15.1587,15.3352,15.076,15.2028
2017-05-17,15.1931,15.3118,15.0595,15.1451
2017-05-18,15.1468,15.3323,14.8084,14.9336
2017-05-19,14.9476,15.0906,14.9334,15.0394
2017-05-22,15.0752,15.319,15.0393,15.2807
2017-05-23,15.2673,15.4042,15.1576,15.2548
2017-05-24,15.255,15.3677,15.1274,15.3569
2017-05-25,15.354,15.3843,15.2558,15.3202
2017-05-26,15.2968,15.5583,15.2606,15.5214
2017-05-29,15.5123,15.6256,15.504,15.6039
2017-05-30,15.6227,15.7316,15.4291,15.5521
2017-05-31,15.5544,15.5652,15.3784,15.417
2017-06-01,15.414,15.4602,15.1758,15.4262
2017-06-02,15.4153,15.5873,15.268,15.5383
2017-06-05,15.5771,15.6913,15.5367,15.6004
2017-06-06,15.5938,15.7551,15.5677,15.7041
2017-06-07,15.712,15.7519,15.5765,15.6326
2017-06-08,15.6218,15.7503,15.462,15.5451
2017-06-09,15.6129,15.613,15.3635,15.3896
2017-06-12,15.3631,15.3848,15.1102,15.1468
2017-06-13,15.1357,15.1541,14.9267,15.0332
2017-06-14,15.0239,15.3894,14.999,15.0825
2017-06-15,15.0751,15.2241,14.948,15.0375
2017-06-16,15.0424,15.0815,14.8911,14.9089
2017-06-19,14.9103,14.9207,14.7827,14.809
2017-06-20,14.801,14.9189,14.7236,14.7857
2017-06-21,14.7894,14.8593,14.684,14.7738
2017-06-22,14.7296,14.9345,14.7295,14.8389
2017-06-23,14.846,15.0305,14.846,14.9151
2017-06-26,14.936,14.9703,14.5551,14.8513
2017-06-27,14.8436,14.9336,14.6538,14.7017
2017-06-28,14.6992,14.9259,14.6951,14.764
2017-06-29,14.7767,14.825,14.5266,14.5354
2017-06-30,14.5427,14.6152,14.5032,14.5527
2017-07-03,14.5685,14.5988,14.1766,14.2225
2017-07-04,14.2075,14.2546,14.1263,14.1729
2017-07-05,14.1693,14.2796,14.033,14.1747
2017-07-06,14.1743,14.1961,13.9886,14.0591
2017-07-07,14.0537,14.1639,12.5836,13.6533
2017-07-10,13.7105,13.8018,13.3327,13.7489
2017-07-11,13.7502,13.8382,13.5791,13.8235
2017-07-12,13.8151,14.0219,13.7694,13.9486
2017-07-13,13.9416,14.0258,13.7689,13.7813
2017-07-14,13.7793,14.0376,13.6938,13.9143
2017-07-17,13.9474,14.1269,13.9271,14.0379
2017-07-18,14.0417,14.1158,13.9607,14.0969
2017-07-19,14.1024,14.1939,14.0323,14.1314
2017-07-20,14.1433,14.1811,13.9628,14.0494
2017-07-21,14.0373,14.1847,14.0174,14.1325
2017-07-24,14.168,14.2431,14.0928,14.1646
2017-07-25,14.1701,14.2161,13.9428,14.1619
2017-07-26,14.1569,14.2287,14.0224,14.1782
2017-07-27,14.1737,14.3774,14.1526,14.1974
2017-07-28,14.2095,14.2625,14.116,14.2275
2017-07-31,14.2699,14.3908,14.1966,14.2128
2017-08-01,14.2254,14.2514,14.0683,14.1592
2017-08-02,14.1627,14.3363,13.9383,13.9869
2017-08-03,13.9918,14.0819,13.8874,14.0349
2017-08-04,14.0512,14.1181,13.7668,13.8204
2017-08-07,13.8306,13.8373,13.6657,13.8145
2017-08-08,13.7921,14.0223,13.7466,14.0026
2017-08-09,14.0087,14.4244,14.0011,14.4166
2017-08-10,14.4154,14.6874,14.3458,14.5424
2017-08-11,14.5532,14.6087,14.3066,14.4779
2017-08-14,14.4871,14.5598,14.3673,14.4968
2017-08-15,14.493,14.4994,14.1716,14.174
2017-08-16,14.1919,14.5643,14.1673,14.5553
2017-08-17,14.5541,14.6371,14.4607,14.539
2017-08-18,14.5385,14.7416,14.4449,14.4852
2017-08-21,14.4153,14.5369,14.3391,14.4046
2017-08-22,14.3979,14.5511,14.3525,14.4483
2017-08-23,14.4399,14.5042,14.3866,14.4785
2017-08-24,14.4663,14.4865,14.278,14.3886
2017-08-25,14.3803,14.5421,14.1824,14.2905
2017-08-28,14.2993,14.5966,14.2576,14.5592
2017-08-29,14.6429,14.6818,14.4334,14.534
2017-08-30,14.5288,14.6759,14.4963,14.6746
2017-08-31,14.6527,14.8098,14.5519,14.7622
2017-09-01,14.7663,14.9576,14.6661,14.9269
2017-09-04,14.9544,15.0689,14.9457,15.0513
2017-09-05,15.0553,15.1179,14.9746,15.0138
2017-09-06,15.0277,15.081,14.9526,14.9981
2017-09-07,14.9961,15.0983,14.9014,15.0767
2017-09-08,15.0761,15.0942,14.8925,14.973
2017-09-11,14.7958,14.9627,14.763,14.8908
2017-09-12,14.9054,14.9806,14.823,14.9631
2017-09-13,14.9728,15.0327,14.837,14.9612
2017-09-14,14.9471,14.9616,14.8366,14.9271
2017-09-15,14.9261,14.9804,14.7012,14.7424
2017-09-18,14.7449,14.7523,14.3112,14.4059
2017-09-19,14.391,14.4439,14.2844,14.4381
2017-09-20,14.4266,14.4868,14.3036,14.4549
2017-09-21,14.4443,14.4476,14.137,14.2047
2017-09-22,14.2292,14.2769,14.1348,14.2261
2017-09-25,14.2591,14.5116,14.1716,14.5099
2017-09-26,14.4852,14.544,14.223,14.2641
2017-09-27,14.2729,14.3827,14.2519,14.2706
2017-09-28,14.2793,14.3384,14.191,14.3215
2017-09-29,14.3164,14.3358,14.0869,14.0948
2017-10-02,14.1194,14.2293,14.0722,14.1396
2017-10-03,14.1416,14.1812,14.1035,14.1665
2017-10-04,14.1787,14.3385,14.0945,14.0979
2017-10-05,14.1111,14.2769,14.0951,14.1721
2017-10-06,14.1765,14.3813,13.9781,14.3081
2017-10-09,14.3168,14.4685,14.3054,14.4536
2017-10-10,14.4447,14.605,14.4216,14.4963
2017-10-11,14.5039,14.5433,14.41,14.4798
2017-10-12,14.4928,14.5843,14.4624,14.5839
2017-10-13,14.58,14.7222,14.5452,14.7217
2017-10-16,14.7304,14.8048,14.516,14.6058
2017-10-17,14.6135,14.6395,14.4407,14.4729
2017-10-18,14.4825,14.5321,14.3858,14.4124
2017-10-19,14.4155,14.5842,14.3268,14.5556
2017-10-20,14.5695,14.6014,14.3907,14.4801
2017-10-23,14.4634,14.5642,14.3587,14.5289
2017-10-24,14.5372,14.5764,14.3605,14.4023
2017-10-25,14.4084,14.4462,14.2912,14.3396
2017-10-26,14.3453,14.476,14.3254,14.4249
2017-10-27,14.4174,14.5395,14.3272,14.5281
2017-10-30,14.5063,14.5255,14.3774,14.4733
2017-10-31,14.4645,14.5128,14.2966,14.3462
2017-11-01,14.3362,14.7859,14.3216,14.7517
2017-11-02,14.7522,14.7663,14.624,14.6852
2017-11-03,14.703,14.7421,14.462,14.5153
2017-11-06,14.5198,14.8697,14.484,14.8207
2017-11-07,14.8319,14.8487,14.6157,14.6189
2017-11-08,14.629,14.8942,14.6288,14.696
2017-11-09,14.7065,14.7631,14.5631,14.6047
2017-11-10,14.5922,14.6659,14.418,14.4867
2017-11-13,14.4731,14.6379,14.4361,14.6112
2017-11-14,14.6251,14.6251,14.3596,14.4366
2017-11-15,14.433,14.5275,14.3668,14.4185
2017-11-16,14.4296,14.5391,14.3899,14.5016
2017-11-17,14.5063,14.7227,14.4573,14.6602
2017-11-20,14.7078,14.7353,14.3504,14.4156
2017-11-21,14.4243,14.5316,14.423,14.4566
2017-11-22,14.4538,14.5627,14.4397,14.5102
2017-11-23,14.4975,14.5031,14.4096,14.4279
2017-11-24,14.4272,14.4771,14.2512,14.2864
2017-11-27,14.2962,14.3891,14.2713,14.3326
2017-11-28,14.3426,14.4129,14.1335,14.2441
2017-11-29,14.249,14.2678,13.9419,13.9572
2017-11-30,13.9719,14.0045,13.7175,13.8086
2017-12-01,13.813,13.8826,13.7077,13.8362
2017-12-04,13.7415,13.8488,13.7106,13.7619
2017-12-05,13.7563,13.7871,13.5551,13.6143
2017-12-06,13.6296,13.6643,13.5009,13.5317
2017-12-07,13.5136,13.5547,13.2897,13.3539
2017-12-08,13.3542,13.5118,13.3506,13.4738
2017-12-11,13.4651,13.484,13.3218,13.3498
2017-12-12,13.3613,13.4302,13.3287,13.4045
2017-12-13,13.4057,13.6612,13.3428,13.5972
2017-12-14,13.5904,13.6243,13.4307,13.498
2017-12-15,13.5094,13.672,13.4886,13.6572
2017-12-18,13.6559,13.7151,13.6006,13.7092
2017-12-19,13.6982,13.7316,13.5853,13.6327
2017-12-20,13.628,13.7288,13.6014,13.6326
2017-12-21,13.6335,13.6891,13.5671,13.582
2017-12-22,13.5923,13.8789,13.5871,13.7753
2017-12-26,13.7806,13.9671,13.7272,13.9599
2017-12-27,13.9562,14.0649,13.901,14.0271
2017-12-28,14.0181,14.1278,13.9849,14.1187
2017-12-29,14.1109,14.2376,14.0471,14.1279
2018-01-02,14.1357,14.2737,14.1017,14.2492
2018-01-03,14.2503,14.3396,14.1366,14.259
2018-01-04,14.2573,14.3112,14.1455,14.2718
2018-01-05,14.2693,14.3404,14.2151,14.2937
2018-01-08,14.3204,14.3489,14.2363,14.3169
2018-01-09,14.3122,14.3229,14.1948,14.2171
2018-01-10,14.2192,14.3295,14.1698,14.2061
2018-01-11,14.2142,14.2663,14.024,14.1237
2018-01-12,14.1238,14.2257,14.0393,14.1555
2018-01-15,14.1094,14.2598,14.101,14.1468
2018-01-16,14.1489,14.1629,13.7569,14.0255
2018-01-17,14.0274,14.1152,13.9017,13.9511
2018-01-18,13.9651,13.994,13.8319,13.8508
2018-01-19,13.8525,13.971,13.8513,13.9352
2018-01-22,13.9209,13.9539,13.8583,13.8785
2018-01-23,13.8672,13.9608,13.6587,13.8653
2018-01-24,13.8633,14.2082,13.8215,14.151
2018-01-25,14.1521,14.2165,13.8479,13.963
2018-01-26,13.9818,14.0644,13.9251,14.0192
2018-01-29,14.0203,14.0731,13.8512,13.8629
2018-01-30,13.8675,13.9229,13.7868,13.814
2018-01-31,13.8242,13.9844,13.7878,13.9757
2018-02-01,13.9617,14.0074,13.7125,13.7733
2018-02-02,13.7756,13.7984,13.297,13.3145
